--------------TurbSim v2.00.* User Time Series Input File-----------------------
     Time series input from Experimental Data
--------------------------------------------------------------------------------
          3 nComp - Number of velocity components in the file
          1 nPoints - Number of time series points contained in this file (-)
          1 RefPtID - Index of the reference point (1-nPoints)
     Pointyi Pointzi ! nPoints listed in order of increasing height
       (m)     (m)
       0.0   119
--------Time Series-------------------------------------------------------------
Elapsed Time            Point01u                Point01v                Point01w
       (s)             (m/s)                   (m/s)                   (m/s)
0.00	9.23889	0.69116	0.83087
0.10	8.98261	1.05325	-0.24412
0.20	9.49018	1.26882	0.17313
0.30	10.02101	1.80838	0.72537
0.40	10.01727	1.75693	0.97616
0.50	9.81499	0.36293	0.06387
0.60	10.11654	0.28706	0.51457
0.70	10.00481	0.29748	0.43203
0.80	9.34190	-0.03824	0.80475
0.90	10.08207	0.17700	0.41481
1.00	9.59942	0.09038	0.95696
1.10	8.90286	-0.65367	0.66401
1.20	9.49600	-0.77415	0.16739
1.30	8.82685	-1.27235	1.20675
1.40	8.64201	-0.97799	1.05474
1.50	7.81669	-1.62923	1.98662
1.60	8.50453	-1.33357	2.54559
1.70	8.91241	-0.61264	2.28550
1.80	8.98303	-0.62469	1.84292
1.90	9.66546	-0.69274	1.99295
2.00	9.35145	-1.06786	2.37319
2.10	9.16952	-1.98775	0.66441
2.20	9.27835	-1.86792	1.83302
2.30	8.59051	-2.68002	2.03393
2.40	8.95478	-2.81711	1.72713
2.50	8.86589	-2.65007	1.39618
2.60	8.43226	-2.23196	1.61608
2.70	8.03434	-1.80637	0.93182
2.80	6.96105	-1.55988	1.23902
2.90	7.05077	-1.42767	1.46308
3.00	6.64870	-2.13167	0.99932
3.10	6.48879	-2.25899	0.38631
3.20	6.43853	-1.99947	0.34751
3.30	7.51265	-2.73766	0.82652
3.40	8.06425	-2.55726	-0.05845
3.50	7.98907	-1.48759	0.18778
3.60	8.46715	-1.07177	0.43738
3.70	8.63122	0.02493	0.16858
3.80	8.59965	-0.32967	-0.09725
3.90	8.43267	0.05652	0.80435
4.00	8.07837	-0.37298	1.30295
4.10	7.55709	-0.40228	1.66636
4.20	7.90309	-0.55468	1.34650
4.30	8.00527	-1.11280	1.42389
4.40	7.33446	-1.79758	1.89715
4.50	8.10786	-1.80898	1.33482
4.60	8.19093	-1.65756	0.98665
4.70	7.61940	-1.21602	0.10405
4.80	7.84245	-0.61394	-0.24055
4.90	9.03827	-0.39545	0.22499
5.00	9.34231	0.31539	0.12167
5.10	8.44430	0.59771	0.22717
5.20	8.48958	0.07345	0.22578
5.30	7.94546	-0.14341	1.08483
5.40	8.50578	0.02428	0.62502
5.50	8.66029	0.43555	-0.08319
5.60	7.90724	0.09006	-0.57308
5.70	7.39676	0.75173	-0.28390
5.80	7.68253	0.30497	-0.20097
5.90	7.41213	1.12522	-1.05051
6.00	6.89210	1.09135	-1.37472
6.10	7.07112	0.38410	-1.02675
6.20	7.48025	1.14313	-1.03724
6.30	7.75439	1.29715	-0.88186
6.40	7.17122	1.49252	-0.92462
6.50	6.96853	1.66054	0.17551
6.60	8.52073	1.63124	0.58049
6.70	7.89478	2.64034	1.18399
6.80	7.08358	3.14115	1.01970
6.90	6.83478	1.62928	0.19471
7.00	6.33843	2.10827	0.31446
7.10	6.20260	1.36585	0.88649
7.20	6.51163	0.94677	0.93875
7.30	7.16416	0.60226	0.48587
7.40	7.18036	0.49937	0.55456
7.50	7.14838	0.86569	0.53278
7.60	7.40383	1.22811	0.48567
7.70	6.77372	1.48503	0.04527
7.80	6.67196	2.17698	0.45084
7.90	6.65825	1.82303	1.36906
8.00	6.58307	0.82988	1.24911
8.10	6.70311	1.53713	1.38311
8.20	6.35587	1.61886	1.70793
8.30	6.36709	0.96208	1.89122
8.40	6.64413	1.00083	1.46546
8.50	6.29274	0.42968	1.29998
8.60	6.37913	0.61724	1.56066
8.70	6.28318	1.02851	1.25327
8.80	6.45473	1.97900	1.39440
8.90	6.60176	1.87089	1.58560
9.00	6.43853	1.81293	1.67784
9.10	7.12720	1.52150	1.47416
9.20	7.55543	1.10600	1.63944
9.30	7.38763	1.06335	0.80633
9.40	8.06176	0.47039	0.26834
9.50	8.01025	0.50328	0.69766
9.60	7.95958	2.34565	1.57373
9.70	7.80756	1.09689	0.99041
9.80	8.04930	0.96957	0.98170
9.90	7.22937	1.92560	0.79782
10.00	7.20653	2.58206	-0.97588
10.10	7.27548	1.63710	0.02904
10.20	8.30765	1.28901	0.28615
10.30	7.89312	0.59315	0.80138
10.40	7.46115	1.04837	0.97458
10.50	6.44310	0.94645	1.31601
10.60	6.55566	0.60031	1.29187
10.70	5.75401	0.92105	1.41498
10.80	5.82504	-0.19877	1.76493
10.90	5.99700	-0.40717	1.65844
11.00	5.84872	-0.02814	1.18835
11.10	6.17021	0.02005	2.27917
11.20	7.13467	-0.04996	0.99279
