--------------TurbSim v2.00.* User Time Series Input File-----------------------
     Time series input from Experimental Data
--------------------------------------------------------------------------------
          3 nComp - Number of velocity components in the file
          1 nPoints - Number of time series points contained in this file (-)
          1 RefPtID - Index of the reference point (1-nPoints)
     Pointyi Pointzi ! nPoints listed in order of increasing height
       (m)     (m)
       0.0   119
--------Time Series-------------------------------------------------------------
Elapsed Time            Point01u                Point01v                Point01w
       (s)             (m/s)                   (m/s)                   (m/s)
0.00	10.87915	-0.87802	1.53157
0.10	11.68702	-0.91514	1.05157
0.20	12.05711	-0.84513	1.29464
0.30	12.40393	-1.03399	1.23961
0.40	12.27185	-0.95617	0.27329
0.50	12.04548	-1.12191	0.82731
0.60	11.96531	-1.13233	0.78832
0.70	12.07995	-1.38762	0.31980
0.80	11.75016	-2.67416	-0.15702
0.90	11.43158	-3.08901	0.97240
1.00	11.38838	-3.55042	0.77466
1.10	11.51091	-3.89199	0.33504
1.20	11.80415	-2.84153	0.53219
1.30	11.52379	-1.93890	-0.47372
1.40	12.48908	-1.58625	-0.91769
1.50	12.89987	-1.08479	0.13790
1.60	12.99416	-0.52439	-0.19562
1.70	12.15098	-1.02520	0.35662
1.80	12.34080	-1.16131	0.62166
1.90	12.21993	-0.73963	0.70360
2.00	11.36886	-1.03530	0.72874
2.10	11.16741	-0.70577	0.84156
2.20	11.10801	0.23789	0.89481
2.30	10.76160	-0.06266	0.47162
2.40	10.74374	-0.26064	0.64838
2.50	11.39336	-0.06429	1.58164
2.60	10.97509	-0.42117	1.73010
2.70	10.72297	-0.22808	1.57135
2.80	11.34020	0.11188	1.45754
2.90	12.02429	0.48992	1.11313
3.00	11.82326	0.97576	1.40350
3.10	12.11983	0.86472	1.60223
3.20	11.87975	0.14672	0.61156
3.30	11.83115	0.42317	1.19092
3.40	12.38400	0.82434	1.53196
3.50	12.19085	0.89956	1.89280
3.60	11.92918	1.18350	0.96745
3.70	13.25875	1.10470	1.38153
3.80	13.02531	1.83963	0.49300
3.90	11.97321	0.90314	-0.27103
4.00	11.98650	0.65404	0.12207
4.10	12.89032	1.25286	-0.23679
4.20	12.83715	1.01646	-0.50400
4.30	12.32792	0.51858	-0.59545
4.40	12.21370	0.06629	0.14661
4.50	12.41432	-0.10043	0.24696
4.60	12.46624	-0.37851	0.13058
4.70	12.65689	0.00084	-0.05588
4.80	11.46024	0.60129	-0.30686
4.90	11.48931	1.42544	-0.21304
5.00	11.04695	1.38930	-0.37337
5.10	11.06772	1.75628	0.61413
5.20	10.47251	1.24146	0.66956
5.30	10.49992	-0.81290	0.24756
5.40	10.92234	-1.57681	-0.13248
5.50	10.98423	-1.17532	-1.22825
5.60	11.65753	-0.75884	-0.90146
5.70	12.02305	-0.36679	-1.24903
5.80	11.84154	0.13304	-1.49131
5.90	10.94477	-0.79206	-1.09108
6.00	11.15411	-0.36126	-0.37436
6.10	11.82284	-0.39284	-0.71797
6.20	11.63635	-0.11541	-0.70887
6.30	11.57238	-0.02814	-1.02042
6.40	11.53334	-0.53188	-1.61145
6.50	11.29368	-0.32869	-0.92402
6.60	11.05360	0.13955	-0.82288
6.70	12.07912	0.41829	-0.53666
6.80	11.76677	-0.52537	-0.28667
6.90	12.29760	0.12555	0.53793
7.00	13.37297	-0.00307	0.85027
7.10	13.08637	0.77159	-0.18612
7.20	12.85958	0.05001	-0.75677
7.30	13.30444	0.52346	0.02646
7.40	12.06334	0.01875	-0.99310
7.50	12.07871	0.45150	-1.89886
7.60	12.02097	0.04056	-1.68251
7.70	11.63469	0.84616	-1.76347
7.80	11.79875	0.27794	-1.64530
7.90	11.77217	-0.81745	-1.89173
8.00	10.26690	-0.50388	-1.91291
