--------------TurbSim v2.00.* User Time Series Input File-----------------------
     Time series input from Experimental Data
--------------------------------------------------------------------------------
          3 nComp - Number of velocity components in the file
          1 nPoints - Number of time series points contained in this file (-)
          1 RefPtID - Index of the reference point (1-nPoints)
     Pointyi Pointzi ! nPoints listed in order of increasing height
       (m)     (m)
       0.0   119
--------Time Series-------------------------------------------------------------
Elapsed Time            Point01u                Point01v                Point01w
       (s)             (m/s)                   (m/s)                   (m/s)
0.00	11.38173	0.93375	-1.19440
0.10	11.83780	0.71786	-1.08950
0.20	11.21974	0.33069	-2.23218
0.30	11.00915	0.29911	-0.90166
0.40	11.36927	0.59543	-0.71105
0.50	11.21393	0.14541	-1.11206
0.60	11.70364	-0.74745	-0.99667
0.70	11.28994	-1.41042	-0.18137
0.80	10.44343	-2.17335	-1.15125
0.90	11.34809	-1.47456	-1.72863
1.00	12.00851	-0.23296	-0.86623
1.10	11.26128	-0.89398	-1.40758
1.20	11.01248	-0.39447	-1.67638
1.30	11.73977	-0.68460	-1.86739
1.40	11.62679	-1.06981	-1.93251
1.50	11.13875	-1.48987	-2.38499
1.60	11.56491	-1.63575	-2.53641
1.70	11.55286	-1.72334	-2.20685
1.80	10.68642	-2.27202	-1.54158
1.90	11.50260	-1.98677	-0.94580
2.00	11.80789	-1.44916	-1.01408
2.10	11.63552	-0.93501	-1.01211
2.20	11.47187	-0.96366	-0.84624
2.30	10.73543	-0.77936	-0.90938
2.40	10.42100	-1.57583	-0.80962
2.50	10.95557	-2.25997	-0.32309
2.60	10.85298	-2.82167	-0.75796
2.70	10.65693	-3.37393	-0.72074
2.80	11.04778	-2.48432	-0.30963
2.90	10.34582	-0.89691	-0.69521
3.00	10.36825	-0.89593	-0.91195
3.10	10.37905	-0.94445	-1.15323
3.20	10.87167	-1.87410	-1.08871
3.30	10.38154	-1.27007	-1.32049
3.40	10.39940	-1.83633	-0.36763
3.50	10.41976	-1.22579	-0.18751
3.60	9.93628	-1.10531	-0.88622
3.70	9.92132	-1.27821	-0.09645
3.80	9.95995	-0.89170	-0.37594
3.90	10.43263	-1.04995	-0.93768
4.00	10.60875	-1.56737	-1.18589
4.10	11.06232	-1.56802	-1.00696
4.20	10.32755	-1.34724	-1.68687
4.30	10.68185	-1.40716	-1.98456
4.40	11.22265	-2.09195	-2.27889
4.50	10.48538	-1.68687	-2.42794
4.60	11.20437	-2.37524	-2.39251
4.70	11.32441	-2.29514	-2.58530
4.80	11.73022	-3.01900	-3.11557
4.90	12.18712	-3.69532	-2.23931
5.00	12.12730	-3.52827	-2.23396
5.10	11.61309	-3.73309	-2.59816
5.20	10.95682	-3.77998	-2.43645
5.30	10.77489	-3.74481	-2.60173
5.40	10.37407	-3.22577	-2.61538
5.50	9.95123	-2.87442	-1.88381
5.60	9.80378	-3.98447	-0.97430
5.70	10.30304	-3.35439	-1.02279
5.80	10.52567	-3.72332	-1.24310
5.90	11.05069	-3.22154	-0.85039
6.00	11.12545	-3.40160	-1.72408
6.10	11.26252	-2.24499	-2.20249
6.20	10.53024	-2.62467	-2.60430
6.30	10.58632	-2.94964	-2.57501
6.40	11.04114	-3.00434	-2.80204
6.50	10.83636	-2.50874	-2.95069
6.60	11.32026	-1.87378	-3.08627
6.70	11.13002	-1.04930	-3.06767
6.80	11.30780	-1.33715	-2.33788
6.90	11.04778	-1.57746	-1.58691
7.00	10.84176	-1.60905	-2.26662
7.10	11.00417	-0.99231	-2.00673
7.20	11.14498	-0.84969	-1.74645
7.30	10.37282	-0.14504	-1.32089
7.40	10.42433	0.20793	-1.41550
7.50	10.58839	-0.50811	-2.20546
7.60	11.77508	-0.45666	-1.77396
7.70	11.70488	-0.83992	-2.03306
7.80	11.84901	-0.07015	-1.68944
7.90	11.41247	0.02493	-0.89948
8.00	10.54810	-0.41075	-0.14930
8.10	10.24281	-0.64813	-0.28667
8.20	10.43056	-0.14211	-0.48560
8.30	10.16390	-0.04703	-1.72428
8.40	9.83202	-0.35605	-1.78841
8.50	10.19422	-0.55370	-1.53149
8.60	9.75892	-0.93696	-2.12074
8.70	9.76723	-1.72855	-2.96197
8.80	8.83100	-1.41302	-2.49326
8.90	8.95644	-0.64585	-2.19457
9.00	8.90992	0.16235	-2.25673
9.10	10.01353	-0.58431	-1.73992
9.20	9.94334	-0.10011	-1.87708
9.30	9.47315	-0.03270	-1.67875
9.40	9.07233	1.16397	-0.52637
9.50	9.94043	0.84388	-0.86167
9.60	9.97200	-0.33488	-1.85591
9.70	9.22352	-0.14081	-1.95962
9.80	9.40835	-0.74321	-2.32343
9.90	8.84388	-0.41043	-1.79930
10.00	8.47255	-0.05973	-1.92578
10.10	8.73838	-0.25120	-1.44558
10.20	9.07025	-1.18313	-1.34662
10.30	9.86650	-1.02032	-1.42579
10.40	10.30096	-1.40944	-1.14571
10.50	10.75329	-2.12711	-2.11065
10.60	10.36285	-1.82591	-2.49504
10.70	11.29866	-2.08771	-2.49999
10.80	11.59897	-1.70250	-1.63719
10.90	11.20354	-1.65431	-2.29156
11.00	11.13169	-2.40748	-1.59681
11.10	11.54580	-2.52535	-1.56573
11.20	12.32294	-1.71943	-2.03880
11.30	13.02033	-0.62924	-1.46874
11.40	11.96781	0.81653	-0.98360
11.50	12.16053	0.28348	-0.41889
11.60	12.46416	-0.42866	-0.03015
11.70	12.18587	-0.31176	-0.07745
11.80	12.19916	0.05066	-0.70926
11.90	12.54308	0.18742	-0.04222
12.00	12.02928	-0.37949	0.38948
12.10	12.28431	-0.10727	0.72201
12.20	12.47455	0.28901	-0.59862
12.30	13.20724	0.30985	-0.81437
12.40	12.79562	-0.21538	-0.83396
12.50	12.89447	-0.32544	-0.47827
12.60	13.31025	1.13857	-0.55567
12.70	12.83425	0.91030	-0.61445
12.80	11.79460	1.02004	-1.46102
12.90	11.80498	1.26784	-2.08175
13.00	12.16219	2.10339	-2.09798
13.10	11.82243	2.11544	-2.14667
13.20	11.79418	2.28965	-1.74110
13.30	11.68370	2.75692	-1.28348
13.40	11.17654	2.36389	-0.95035
13.50	10.60501	3.12455	-0.86227
13.60	10.51114	2.54559	-0.35476
13.70	10.25777	1.86080	-0.02777
13.80	10.95142	1.73771	0.09218
13.90	11.02120	1.68268	0.70617
14.00	10.56306	0.99106	0.14701
14.10	9.76889	-0.02130	0.12642
14.20	10.10699	-0.14830	0.35919
14.30	10.81393	1.02460	-0.41276
14.40	10.06629	0.12067	-1.38284
14.50	9.86276	1.02102	-1.90598
14.60	10.49618	1.06726	-1.17699
14.70	10.65900	0.88816	-0.86504
14.80	10.38985	1.07247	-0.89453
14.90	9.74355	0.16756	-0.79576
15.00	9.03328	-0.58008	-2.21437
15.10	8.71180	0.35316	-2.20645
15.20	9.05405	0.74586	-1.67024
15.30	9.39672	0.29553	-1.49447
15.40	9.81458	-0.18933	-1.93211
